Date,Close,High,Low,Open,Volume,EMA_50,EMA_200,MACD_line,MACD_hist,MACD_signal_line,RSI_14,Signal
2024-05-10,2367.300048828125,2367.300048828125,2367.300048828125,2367.300048828125,126,,,21.44413579762295,-7.020369688192037,28.464505485814986,64.7374717154018,0
2024-05-13,2336.10009765625,2358.300048828125,2336.10009765625,2358.300048828125,14,,,20.56660389339322,-6.318321273937414,26.884925167330636,55.86727095202437,0
2024-05-14,2353.39990234375,2358.0,2336.0,2336.0,6,,,21.024743044428305,-4.688145698321865,25.71288874275017,59.205039381432144,0
2024-05-15,2388.699951171875,2388.699951171875,2356.0,2361.60009765625,29,,,23.960044074469806,-1.4022757346242933,25.3623198090941,65.01870548183119,0
2024-05-16,2380.0,2392.199951171875,2380.0,2389.5,7,,,25.292719214501176,-0.05568047567433965,25.348399690175516,62.64905505008969,0
2024-05-17,2412.199951171875,2415.800048828125,2380.699951171875,2380.699951171875,213,,,28.617258871091053,2.6150873447324265,26.002171526358627,67.38671220938079,0
2024-05-20,2433.89990234375,2435.800048828125,2409.699951171875,2415.800048828125,40,,,32.62688281094961,5.2997690276727845,27.327113783276825,70.13587268472816,0
2024-05-21,2421.699951171875,2429.5,2421.0,2429.5,6,,,34.423294262245236,5.676944383174728,28.746349879070507,66.73013248985359,0
2024-05-22,2389.199951171875,2417.60009765625,2375.800048828125,2417.5,180,,,32.84585828520039,3.279606724903907,29.566251560296486,58.570671592884246,0
2024-05-23,2335.0,2371.199951171875,2335.0,2371.199951171875,365,,,26.912020793346983,-2.123384613559601,29.035405406906584,48.02434639191232,0
2024-05-24,2332.5,2345.39990234375,2332.5,2342.60009765625,25,2307.573994140625,,21.756882920318276,-5.822817989270646,27.579700909588922,47.59860976002928,0
2024-05-28,2355.199951171875,2359.699951171875,2336.89990234375,2336.89990234375,26,2309.4416787300856,,19.280837866324873,-6.639090434611241,25.919928300936114,51.778721361835174,0
2024-05-29,2340.300048828125,2340.300048828125,2340.300048828125,2340.300048828125,119317,2310.651810890793,,15.932595681314979,-7.989866095696911,23.92246177701189,49.01486143445396,0
2024-05-30,2342.89990234375,2349.5,2320.800048828125,2336.89990234375,32587,2311.9164419281637,,13.335156692239707,-8.469844067817746,21.805000760057453,49.52118021925497,0
2024-05-31,2322.89990234375,2354.0,2319.0,2344.10009765625,941,2312.34716586603,,9.552716952169249,-9.801827046310567,19.354543998479816,45.75673273918553,0
2024-06-03,2346.60009765625,2347.5,2312.0,2322.60009765625,781,2313.690418093098,,8.371018013200228,-8.786820788223672,17.1578388014239,50.553538035584474,0
2024-06-04,2325.5,2347.699951171875,2313.89990234375,2347.5,890,2314.153538952192,,5.666590621051455,-9.192998544297957,14.859589165349412,46.602319867506715,0
2024-06-05,2354.10009765625,2354.300048828125,2326.199951171875,2326.39990234375,295,2315.7200706660765,,5.764649991564056,-7.2759513390282855,13.040601330592342,52.07058221410989,0
2024-06-06,2370.300048828125,2375.800048828125,2355.0,2355.0,179,2317.860461966549,,7.06808691389233,-4.7780115333600115,11.846098447252341,54.88860244959306,0
2024-06-07,2305.199951171875,2385.10009765625,2285.39990234375,2379.89990234375,269,2317.3639713471503,,2.8155799954015492,-7.224414761480634,10.039994756882184,43.7552748600873,0
2024-06-10,2307.699951171875,2309.300048828125,2290.5,2290.60009765625,69,2316.9849901638063,,-0.34881237658328246,-8.311045706772374,7.9622333301890915,44.22316055632817,0
2024-06-11,2307.5,2314.10009765625,2300.0,2300.0,871,2316.6130297652257,,-2.8400126204637672,-8.641796760522288,5.801784140058521,44.191496590519364,0
2024-06-12,2336.0,2338.699951171875,2310.300048828125,2314.89990234375,132,2317.373303107766,,-2.4859385936410945,-6.630178186959693,4.1442395933185985,49.71780763274318,0
2024-06-13,2300.199951171875,2317.699951171875,2296.199951171875,2309.39990234375,298,2316.699838325966,,-5.03604473448604,-7.344227462243712,2.308182727757671,43.844610151700664,0
2024-06-14,2331.39990234375,2331.39990234375,2305.800048828125,2307.0,948,2317.2763114247027,,-4.487715324178225,-5.436718441548717,0.9490031173704918,49.4492210280842,0
2024-06-17,2312.39990234375,2320.199951171875,2309.60009765625,2320.199951171875,110,2317.085079696038,,-5.522639970527962,-5.177314470318763,-0.34532550020919883,46.41139426375995,0
2024-06-18,2330.39990234375,2330.39990234375,2311.800048828125,2311.800048828125,43,2317.6072296037914,,-4.834644864727579,-3.5914554916147043,-1.243189373112875,49.57205860325736,0
